,price
2445,562
27908,831
14603,6386
32124,485
34594,1148
7872,586
32937,1046
33778,1087
28009,837
14,348
15733,6849
6851,4255
45109,2415
34312,1123
31520,484
19619,9471
8961,4682
24190,709
42202,1995
23264,683
44920,2393
34266,1119
21686,11666
6754,4238
3817,3564
14724,6424
11545,5301
24116,707
891,2896
927,2904
3678,571
31736,985
29331,882
1483,3017
38218,1582
26215,775
6317,4155
16332,7175
42537,537
13710,6040
42204,1995
5020,3858
12256,5510
23429,686
24616,722
40175,1771
20686,10515
40776,1822
12407,5557
47069,2753
38847,1639
23057,675
2629,3283
15841,6917
16255,613
13779,6055
12808,5701
3545,3492
27852,828
3747,3541
1637,3054
41324,530
21026,10915
29368,885
32837,1040
39651,1719
40230,1778
18272,8429
33015,1050
32163,1007
21828,11871
42240,537
1768,3087
4889,3819
36407,1316
37848,394
12918,5731
46104,2583
23313,684
34949,1179
36179,1289
17395,7779
31068,956
14731,6430
15529,6762
26586,788
28804,867
34100,1107
2940,3356
28903,872
6095,579
12333,5543
392,2815
15533,6763
25863,765
28128,842
1023,2919
24497,720
13661,6017
6101,4103
34087,1107
13232,5840
4096,3634
25608,756
25383,746
39065,1662
46099,2582
11955,5421
26119,772
27449,815
35876,1260
34256,1117
65,554
29138,878
32680,1031
29067,876
29621,898
26417,779
9763,4853
1461,3013
13650,6010
18495,8580
18870,8850
36325,1304
24653,723
25892,765
25943,766
23113,678
34825,1167
10828,5119
38085,1574
26762,791
39796,1728
22092,429
20910,10752
18188,8357
45022,2400
784,2871
34614,1151
1949,3127
25985,367
38378,1605
29697,900
37039,1389
38360,1603
2735,3309
1062,2929
21862,635
7742,4435
31801,990
10673,5069
1193,2959
36750,1356
41583,1915
2891,3343
8790,589
26639,789
25831,764
17223,7665
13340,5886
4337,3696
7036,4290
34222,1115
38243,1586
31079,956
36105,1280
19250,9139
39016,1656
23651,695
22519,660
14296,6271
30264,921
16646,7351
16270,7139
8139,4513
35131,1195
12252,5510
24455,718
30468,931
7762,4440
33082,1052
11611,5313
8175,587
38733,1631
12329,5540
32737,1035
23736,438
22194,648
44585,2351
29228,880
43,404
7439,4373
12425,5567
10649,596
31161,961
14809,6464
40811,1827
12625,5632
29674,899
22209,648
2107,3170
20548,10371
36204,1292
10210,4965
3247,3420
438,2821
7955,4474
5976,4084
35526,1235
31924,995
8147,4513
998,2913
16218,7127
22931,672
16384,7204
18743,625
6096,579
33507,1074
20650,10473
20271,628
1013,2917
36767,1356
18221,8388
15179,6617
44937,2394
2232,3192
20349,10138
45406,2463
7373,4360
37440,1431
12674,5650
11899,600
42012,1966
18055,8257
24869,731
17847,8072
39654,1720
35777,1249
22055,645
11717,5355
30156,918
3786,3555
18777,8774
38178,1580
14963,6533
21674,11650
34760,1159
13380,5904
12546,604
11414,5261
36562,505
37114,1397
9536,4799
31043,956
621,2850
1867,561
20749,10602
11630,5320
40082,1758
9847,4872
12165,5500
12818,5703
46724,2693
41562,1914
13411,5919
4116,3640
30374,926
12497,5599
13509,5942
2822,3324
27832,828
21186,11078
25595,756
15719,6841
41517,1910
18655,8703
3115,3385
45669,2511
3634,3519
33458,1070
9679,4838
23222,681
38486,523
20082,9898
22095,645
3114,3385
9087,415
16163,7094
22067,426
2418,3238
44708,2363
27986,834
40729,1819
13371,5899
24494,720
39610,1715
40727,1819
3612,3511
40969,394
43489,2196
2817,3323
46734,2694
46480,552
38070,1573
34538,1140
38983,1656
6907,4269
16059,7037
44164,2297
41362,1883
41323,530
30333,924
15239,6644
44158,2296
5846,4054
489,2828
16659,7358
29121,878
34283,1121
3305,3437
38152,521
30033,911
21434,422
5299,3925
28304,846
18231,8400
1562,561
43856,2257
24617,722
27163,805
1258,559
11739,5363
4426,3718
7715,4430
14807,6463
40701,1817
19306,9205
2247,3195
7362,4355
12055,5455
25921,765
10876,5132
12416,5561
6506,4191
28309,847
41185,1865
22557,663
46558,2657
19202,9092
10666,596
600,2846
5436,575
38721,1631
27762,828
26510,786
1652,3059
9095,417
14493,6335
21985,643
35828,1255
38894,1646
15641,612
9505,4791
46738,2694
1593,3045
30159,918
38344,1600
19065,625
31027,956
11571,5311
14622,6396
41052,1846
44287,2314
38236,1585
31450,974
39197,1668
25332,745
1034,2922
27555,820
45483,2479
10850,5125
29310,882
451,2822
36494,1326
15425,6709
39721,1723
33078,1052
44049,401
7824,4455
4810,3806
21791,11820
15127,6597
33998,1103
14163,6202
18974,8924
14992,608
2213,3189
46815,2703
21336,11246
21541,11459
37158,506
2547,3264
38214,1581
10445,5018
13566,5973
37982,1562
33384,1068
7163,4318
10917,5147
41621,1919
9905,4887
11554,5304
11943,5416
12507,5599
24406,716
39153,1665
36851,506
40544,1809
29322,882
28373,851
9384,4769
16055,7037
37022,1387
18340,8498
37677,1444
21683,11663
30348,924
1909,3116
27434,814
17628,7929
2093,3167
10347,596
7509,4389
15586,6787
19756,9557
23722,436
26449,781
23369,684
26959,802
38849,1639
45397,2460
43238,2155
11193,5215
13460,605
23685,698
27291,810
13123,5809
32060,1003
7222,4327
32521,1020
42184,1993
8133,4511
46483,552
35600,393
42389,2025
45644,2507
20221,10046
861,2890
43456,2189
19737,9547
39564,1709
12942,5744
25074,737
30679,942
35289,503
33802,1087
1640,3056
28924,470
4845,3816
19563,9407
19220,9116
43393,2182
45818,2536
31009,955
10810,5111
23046,675
9652,4831
2118,3171
12827,5707
31772,988
27652,827
13741,6048
10118,4939
17170,619
5961,4081
2507,3251
39538,1706
41124,1856
31707,984
23372,684
8266,4538
15742,6855
43145,540
23908,702
1335,2986
11332,5242
9651,4831
3692,571
46983,2737
18394,8545
31866,991
17128,7619
11432,5268
22872,670
2106,3170
32230,1010
43331,2170
32155,1007
32323,1013
37824,393
5707,4028
17023,7560
8905,4672
40844,1832
25148,739
21839,633
18548,8620
9335,4758
20591,628
41779,1940
9756,4851
34515,1139
34879,1172
5058,3871
15724,6843
9362,4764
1495,3019
40671,529
13763,605
569,2840
44641,2359
37754,512
39843,1739
37773,515
43583,2210
32363,1014
13238,5845
40445,1794
2242,3193
8240,4531
6993,4279
37397,1426
15084,6578
3246,3420
16907,7492
14177,6209
34363,494
3268,3425
12108,5480
44061,402
19745,9551
45222,2436
30814,945
38361,1603
3530,3486
35586,389
21167,631
31753,987
43231,2154
40668,528
36111,1281
40977,394
25107,737
38644,1624
368,555
27191,806
11359,5249
43777,2241
9636,4829
20007,9815
2357,3220
32257,1013
2607,3276
5757,576
30649,941
38915,1650
40455,1797
22536,662
46682,2685
33639,1080
7567,583
8842,4661
22257,649
15023,6545
37472,507
25172,740
32933,1046
18486,8575
34844,1169
17922,8133
26528,787
10898,5141
33975,1101
32481,487
9111,591
41982,1963
33694,1081
29246,377
40064,526
8757,4645
23811,698
45743,2522
16869,618
19700,9515
33359,1066
5785,4038
7495,4385
37125,1397
41816,1944
22628,666
23846,700
4154,3653
37079,1392
29179,878
25223,743
38474,522
1425,3007
16737,7411
22670,666
12019,5443
22790,666
35523,1235
18566,8631
7398,4368
21841,633
38312,1597
24904,732
40958,1844
10510,5034
28119,842
16764,7421
35376,1219
25812,764
2024,3146
4961,3842
4069,3625
1248,559
12828,605
24154,707
1360,2994
18724,8753
45308,2444
501,2830
2145,561
22665,666
27805,828
17592,7903
24690,725
15597,6791
22982,675
23936,702
12552,5602
41112,1852
40927,1841
46079,2576
1261,559
23795,698
11343,5242
41624,532
24976,734
13742,6048
20897,10735
21400,11352
34655,497
16778,7430
18437,625
47082,2756
18142,8305
41576,1915
33792,1087
19294,9185
29009,873
30150,917
32562,1024
23298,683
24701,447
24688,725
35145,1196
36708,1350
10319,4995
4666,3770
30630,939
19755,9557
45447,2473
2492,3249
9675,4838
2500,3250
42578,2052
9640,4829
28337,848
45533,2488
3031,3378
12580,5615
25954,766
20510,10338
26706,789
42455,2036
46592,2668
4250,3675
23273,683
3975,571
20965,10821
30069,912
28250,844
19290,9178
24786,729
42448,2034
11316,5236
30477,931
33755,1084
7435,4372
43117,2138
27212,807
8269,4538
10792,5105
27994,835
10271,4981
41409,1890
17990,8203
19637,9479
5826,4050
37413,1428
33591,1078
36919,1370
30782,945
12158,5498
8524,4588
32110,1007
8966,4685
18393,8545
43236,2155
10466,5021
17198,7648
35974,1264
31958,998
39951,1749
16743,7414
17958,8169
7230,4327
44285,2314
35280,501
19029,8969
46282,2609
33449,1069
7974,4478
30158,918
19689,9505
3950,3603
40034,1755
26063,769
10524,5038
36423,1318
32383,1015
30898,947
25307,744
39406,1692
29614,896
11570,5311
12413,5559
27889,830
29863,906
34200,1114
31145,959
42859,2093
21766,11775
38702,1629
4866,574
18922,8887
42435,2032
23397,435
29726,900
5195,3896
39960,1750
24030,706
34117,1109
5646,4011
39758,1724
43692,2232
13886,6097
23803,698
13273,5863
9074,4707
20642,10463
26695,789
1479,3016
32312,1013
38977,1656
31396,972
35078,1188
7898,4462
39037,1659
30583,936
252,2794
29995,911
27076,802
33744,491
46406,2633
41020,530
16715,7392
42324,2012
12320,5538
44131,2292
39679,1721
20143,9961
45913,2550
38507,1610
24813,730
12712,5664
15768,6870
2510,3252
46136,2589
37225,1406
33623,1079
43670,2230
15112,6588
16592,7310
19276,9169
34563,1142
1657,3061
36730,1354
45934,2553
12209,419
46349,2622
30711,942
42959,2107
9730,593
28077,840
41657,1919
38484,522
29590,473
17568,7879
32947,1046
2942,3357
496,2829
2198,3183
2878,3340
27475,816
25880,765
21412,11372
39499,1698
41529,1911
4144,3649
14422,6301
27713,827
1828,3104
37900,1551
17292,7714
14729,6429
25197,742
39816,1733
39964,1751
43091,2134
19390,9251
4566,573
15923,6968
12163,5499
26382,777
8134,4512
767,2868
23302,684
38998,1656
29884,907
46270,2607
24473,719
86,2759
6385,579
34244,1116
7929,4468
16638,7345
30671,942
26574,788
35387,1220
41350,1882
44550,2346
18452,625
41368,1883
37167,506
8418,4575
10388,5004
34223,1115
34442,1129
29979,911
32600,1024
12711,5663
7056,4295
9240,4737
3484,3473
20906,10744
21807,11846
6701,4228
37155,506
38630,1624
35133,1195
27279,810
27678,827
35435,1227
10853,5125
43424,2189
7275,583
35852,1257
7147,4315
40098,1759
22929,672
29127,878
35941,505
38352,1601
41790,1941
23528,689
35960,1264
43808,2246
38788,523
5471,3967
23080,434
32108,1007
23188,680
13953,6126
8351,4559
46928,2726
15918,6964
11835,5392
20892,10730
17383,7768
35601,393
23023,675
17411,7792
2928,3353
34675,1153
13219,5834
18288,8442
28997,873
10498,5030
3013,3375
45594,2496
1611,3048
13845,6085
18371,8528
19866,9683
16611,7325
5656,4013
29405,886
46822,2705
1620,3051
33475,1072
6063,413
12130,5488
3756,3544
4063,3624
37985,1563
43467,2192
20114,9926
18698,8736
11980,5430
13271,5862
26777,791
8425,4578
549,2838
35688,1241
7993,4479
42319,2012
18730,8759
9357,4764
22224,648
789,2872
15605,6794
41285,1880
23565,691
10030,595
12595,5621
10254,4975
18021,8227
30747,943
28428,852
28462,854
27914,832
39594,1712
25025,447
17908,8120
41990,1963
22273,650
37832,394
18634,8688
27246,810
32100,1007
8370,4560
24922,732
28321,847
10978,597
22347,655
11514,5292
12587,5619
21836,11883
33559,1076
36619,1337
759,2867
42216,1998
27243,810
10383,5002
6102,4103
20770,10631
8748,4642
21829,11873
20863,629
42942,2106
235,2790
22007,644
2318,3210
42205,1995
3008,3373
5190,3895
39401,1692
9680,4838
3968,3607
1578,3038
30826,945
26264,776
25837,765
8135,4512
17870,8093
7097,4305
28555,855
28588,465
45950,2553
7182,4320
21195,11088
32202,1008
18768,8770
42987,2111
1692,3070
10605,5055
16911,7495
9279,4745
39336,1687
39608,1715
2799,3318
4056,3622
15523,6759
11538,5299
36800,1359
5032,3861
33002,1049
29111,877
7313,4341
41978,1962
26724,789
40644,1815
11410,5260
12798,5699
26977,456
12353,5544
38959,1654
4104,3639
5577,3993
32603,1025
6964,580
19214,9107
2363,3223
30329,924
35044,1186
24680,725
35563,1237
18818,8806
39106,524
25473,752
36988,1381
3051,407
15628,612
32285,1013
35046,1186
33254,1061
17717,7999
4822,3810
14886,6499
7152,4316
13977,6133
22250,649
17667,7961
24276,710
11067,5174
7359,4355
33682,1080
31046,956
42752,2079
7272,583
14563,6361
23694,698
16993,7548
8335,4556
17677,7966
14009,6149
44999,2398
20115,9926
32582,1024
13860,6091
39840,1738
45526,2487
8576,4604
22187,648
7221,4327
3941,3601
40211,1776
44844,2382
19672,626
18012,8221
15972,6974
45002,2398
1791,3092
6379,579
2245,3195
18240,8403
39747,526
36386,1314
46296,2612
4031,3618
39743,526
27024,802
38825,1637
17778,8043
32685,1031
1522,3033
40560,1812
1512,3026
26855,795
19913,9734
1713,3077
23010,675
1415,3005
10519,5037
6686,579
23913,702
29489,891
4287,573
9,340
41063,1847
8513,4588
17572,7882
44266,2312
16064,7041
43753,544
12478,5592
21997,644
40015,1754
41917,1957
27032,802
12218,420
23048,675
35099,1192
31882,992
3169,3399
39415,525
43312,2167
2782,3312
21456,631
12793,5699
12540,603
46848,2713
32023,1002
16201,7114
26734,789
6767,4239
15901,6957
46878,2719
29412,886
34287,1122
41203,1868
21244,11147
39945,1749
8552,4596
22506,660
17217,7661
4139,3647
6956,4278
26465,781
26900,798
24335,711
4786,3800
42595,2053
7554,4399
7953,4473
30241,475
16604,7319
29279,472
10836,5122
12659,5645
44694,544
19269,9158
23073,434
30031,911
1531,3034
20542,10362
39200,1668
23762,698
5639,4009
1373,2998
2049,3154
31557,979
15547,6773
41889,1955
24240,709
20447,10278
18624,8679
11054,5171
41169,1864
21070,10960
2374,3226
32540,1021
4282,572
13635,5998
25356,449
14265,6255
32663,1031
2563,3267
20146,9967
38145,521
18338,8496
5167,575
16713,7392
13194,5823
36804,1359
43887,2263
21249,11150
16960,7526
24079,706
13817,6071
32653,1031
26280,776
26199,775
39939,1748
40676,529
43125,540
8185,589
7642,4414
454,2822
15541,6770
21757,633
5933,4077
1535,3035
30569,477
31821,485
38787,523
33477,1072
46886,2721
34572,1145
44374,2326
24332,711
27642,462
45305,2444
29049,876
26298,776
14327,6279
6742,4234
23477,687
23679,696
12532,603
31841,990
22355,655
15040,6557
25508,753
15830,6911
6761,4238
43437,540
5449,576
33305,1063
6782,4241
4252,3676
18522,8596
16294,7152
38952,1654
5457,576
38294,1593
37835,394
2443,3246
32744,1035
10565,5049
45438,2471
2594,3275
38559,1618
5043,3864
8146,4513
43043,2123
6630,4212
6131,4114
5674,4018
15717,6838
38718,1630
36885,1367
33443,491
29530,894
37522,1436
4019,3615
7315,4344
29694,900
4040,3619
11020,5164
35373,1219
18413,421
19155,9050
18537,8610
30834,945
11192,5215
18994,8940
29239,374
18168,8333
23751,698
44068,544
20421,10235
6234,4135
14460,6322
28122,842
42965,2107
4043,3620
19500,9342
23886,702
40814,1827
32436,1018
38437,1607
8295,4543
1156,2951
1856,561
25298,743
39846,1739
21514,11430
24457,718
17889,8107
20109,9918
11905,600
23973,704
36292,1298
29786,904
11678,5338
2125,3173
43447,541
19613,9465
22868,669
1244,558
5652,4012
607,2846
45787,2530
11713,5353
18819,8808
12275,5519
29408,886
21801,11840
23998,705
16424,7230
3877,3583
17365,7755
45092,2411
17092,7597
43295,2164
28850,868
37188,1401
39718,1723
2532,3258
7260,4336
30188,918
45510,2484
10723,5086
39752,526
24929,732
4522,3741
5263,3918
16948,7518
42851,540
25909,765
28568,855
7842,4457
35915,1263
20677,10501
13818,6071
9592,4816
47051,2752
5262,3918
30359,925
7276,583
15955,612
13293,5867
17471,7826
7452,4375
18197,8364
46345,2620
20519,10342
27645,826
2691,3299
11105,5186
9667,4836
293,2801
2800,3318
9046,4704
13990,6140
28046,838
31794,990
42251,537
13857,6089
5144,3889
43784,2242
40422,1792
3880,3584
32809,489
36193,1292
24452,718
10692,5078
21937,641
17041,7573
35033,1183
19357,625
20419,10232
11531,5294
39604,1715
19900,9714
22986,675
44639,2359
13851,6087
32722,1033
8297,4543
8689,4630
6700,4227
33653,1080
40087,1758
47076,2756
41449,1897
34561,1142
40,403
12652,5645
17749,8020
33751,491
45894,552
8642,4620
25548,755
15138,6600
37362,1421
45118,2416
7834,4455
21408,11368
41149,1858
42042,1971
28642,859
12095,5470
43341,2171
42355,2017
2635,3285
1154,2951
33646,1080
46109,2583
35513,1235
46781,2703
44904,2390
41467,1901
37684,1446
17558,7870
10779,5101
44173,2298
35293,503
46216,2596
7583,584
45099,2415
23529,689
2506,3251
16818,7457
2441,3246
31795,990
28061,839
18977,8925
16834,7465
13697,6032
42139,1985
9394,4770
6403,4166
20784,10646
21447,423
10266,4980
4309,3686
9245,4739
5520,3983
27661,827
20526,10349
20503,10333
19703,9516
40277,1781
11435,5269
19779,9581
15602,6793
4750,3792
19844,9660
15895,6955
41618,1919
34432,1129
7694,4426
19376,9236
43349,2174
10777,5101
21747,633
34005,1103
45006,2398
10341,596
26830,794
33039,1050
11938,5415
44176,2298
8796,590
14131,6186
34909,1175
4604,3754
20704,10546
41009,530
24981,734
11029,5166
31952,997
42694,2066
7472,4381
3610,3510
40986,394
19728,9539
39022,1656
9661,4836
23109,677
32944,1046
17299,7718
1668,3063
40019,1754
43051,2124
28868,870
16752,7416
21778,11795
42811,2089
13242,5846
22377,657
17206,7654
31998,1000
26379,776
30709,942
16212,7123
45163,2423
8288,4541
31527,485
8927,4676
40642,1815
39737,526
27331,811
30611,936
25037,447
6485,4186
9690,4841
18839,8820
24066,442
29777,903
11091,5182
46697,2688
11505,5291
42848,540
44458,2332
46800,552
36651,1343
3446,3464
38001,1565
10859,5127
28391,851
43105,2137
33393,1068
41557,1914
10409,5008
11403,5259
42681,2066
28370,850
46306,2613
29833,906
38300,1595
20723,10567
16313,7162
44481,2335
19830,9642
44669,544
17127,7619
24839,730
31559,979
42548,537
22139,645
15090,6580
21442,422
24882,732
10749,5091
17704,7989
15051,6561
9199,4724
33370,1067
3236,3418
41210,1870
17008,7553
468,2824
10047,596
34630,1152
2922,3352
24215,709
12261,5514
27506,816
14040,6165
21627,11578
37485,1433
22539,662
224,2789
5775,4037
6333,4158
35875,1260
39348,1689
4587,574
32910,1044
11593,599
31492,977
26499,784
41434,1893
13164,605
8076,4497
35956,1263
45847,2543
34477,1133
13229,5839
22749,432
19887,9704
15639,612
31806,990
20885,630
40495,1803
6677,579
37518,1436
4595,3751
3933,3599
17189,620
23018,675
37514,1435
4277,572
44167,2297
25423,748
31757,988
13174,5817
9970,4911
769,2869
15827,6909
45675,2512
33992,1103
19668,626
903,2898
9480,4788
3534,3489
32403,1016
21228,11127
11960,5422
46561,2658
4787,3800
11065,5174
1318,2979
42678,2066
4878,574
9684,4839
16567,615
40665,527
42900,2098
19748,9552
17445,7813
4844,3816
19114,9013
35805,1250
44372,2325
33763,1084
45360,2454
45085,2409
16649,7354
11399,5259
38396,1607
16609,7324
7515,4390
16045,7027
38263,1590
8221,4523
8264,4537
42073,1975
42814,2090
3915,3595
8730,4640
2982,3365
36302,1300
43944,2271
28572,855
3657,3525
37161,506
20946,10797
19742,9548
45951,2553
27207,807
25159,740
7713,4430
2953,3359
19302,9199
14067,607
39084,1662
10078,4928
26296,776
5475,3968
1975,3136
45590,2495
24474,719
40259,1781
21861,635
22006,644
10549,5045
10878,5134
43531,2202
27440,815
27081,802
35621,504
3584,3502
12593,5621
10156,4953
32178,1008
25876,765
1607,3048
43603,2214
21888,638
13570,5974
39136,1664
34730,1155
38809,523
9269,4743
5435,575
28895,871
26165,773
22169,647
16450,7243
27623,462
43008,2115
12291,5525
42596,2054
42527,2048
17317,7729
31881,992
29098,877
41461,1899
38688,1629
22960,673
2099,3168
32425,1017
42303,2010
19657,9503
22424,658
43042,2123
8890,4669
1019,2919
3148,3393
10861,5127
45171,2426
8645,4620
14824,6470
25903,765
9442,593
25924,765
15400,6694
42333,2012
14377,608
13190,5822
18122,8291
10096,4936
32070,1004
12735,5670
41842,1948
18684,8733
18277,8431
13058,5783
35073,1188
17196,7646
7891,4460
40553,1811
6918,4270
33143,1053
20967,10822
14957,6532
22686,666
18738,625
28879,871
6691,4223
10103,4937
43643,2222
10071,4927
10761,5096
6075,577
20999,10874
10325,4997
910,2899
19560,9405
16044,7026
20857,10725
42627,2058
41126,1857
40496,1803
6652,4221
14201,6221
42256,537
35209,1202
44916,2393
32826,1040
23733,438
40680,530
17653,7951
35074,1188
33444,1069
38717,1630
44469,2333
11021,5165
43945,2271
30503,933
32137,486
11639,5323
31685,984
18008,8219
31069,956
24224,709
7504,4387
44161,2297
21063,10954
22767,432
36547,505
35445,1228
7128,4312
40343,1787
13674,6022
7644,4414
13193,5822
25001,734
15378,6680
46323,2616
27251,810
14512,6342
26606,789
23069,433
44715,2364
2676,3296
31547,979
43278,2161
20380,10185
39723,1723
10262,4978
34738,1156
35884,1261
45128,2419
7787,4446
16337,7177
25777,762
40281,1781
4979,3848
7220,4327
39704,1722
27179,805
41218,1872
27501,816
28362,850
21551,11478
30543,936
11809,5385
3098,568
33534,1076
21764,11769
23468,687
4645,3763
36419,1317
31640,983
32333,1013
8401,4569
41242,1875
4853,574
19962,626
38583,1621
41673,1922
31716,984
38025,1569
8210,4521
3494,3478
28699,863
9645,4830
27607,826
4606,3755
31709,984
10815,5113
24252,709
10394,5005
168,2776
33851,1092
38991,1656
7934,4469
34991,1179
13591,5982
41607,1918
26667,454
36529,1331
4537,3746
11182,5209
3009,3373
43573,2208
45207,2433
9345,4760
25927,766
3284,3429
20942,10796
28789,866
32810,489
3682,571
9725,593
39807,1731
9767,4853
97,2761
44692,544
548,2838
24171,708
28540,855
46533,2655
32566,1024
9360,4764
37466,507
39880,1744
11004,5160
36945,1375
15727,6844
18695,8736
38922,1651
20296,10084
6080,577
34419,1129
46970,2734
41799,1942
2262,3198
6077,577
40490,1802
27866,829
13924,6112
41180,1865
30995,954
9426,593
32253,1013
27834,828
24293,710
15053,6561
18313,8467
33914,1096
10858,5127
14796,6458
45138,2421
25609,756
14234,6239
14420,6300
18514,8592
16396,7213
40704,1818
19682,626
7239,4329
11415,5262
4742,3789
6489,4187
34753,1158
34145,1112
40893,1838
4967,3844
3485,3473
46733,2694
19375,625
31051,956
31376,971
12723,5666
41894,1955
13603,5988
3150,3394
29318,882
35292,503
4657,3768
19129,9030
22100,645
12434,5571
6781,4241
21685,11666
33172,1056
36813,1362
22999,675
9622,4826
43219,2150
1638,3054
14570,6366
41223,1872
41284,1880
44003,2278
30029,911
31773,988
40871,1836
13798,6062
6454,4181
3106,3384
40604,1814
9804,4862
46156,2592
13913,6108
6556,4199
38564,1619
812,2875
2155,561
9869,4877
33947,1098
43322,2168
14526,6350
37676,1444
34418,1129
6891,4265
45671,2511
16704,7389
38714,1629
31394,972
33224,1059
37807,517
36341,1307
45876,551
43151,540
28059,839
21931,641
30114,915
34836,1168
3824,3567
10244,4973
14776,6449
21309,11209
30185,918
4903,3823
37221,1405
617,2849
7464,4380
16650,7355
41086,1848
31437,973
12915,5729
31309,968
40523,1807
41123,1856
21033,10924
12042,5452
43157,2141
37634,1441
22441,658
1572,561
44227,2307
30167,918
18146,8312
28922,470
21425,421
25511,753
6190,4126
26049,768
38146,521
23447,686
36169,1289
43416,2188
4935,3832
15111,6588
17877,8096
9484,4788
46357,2623
2131,3175
10505,5033
32634,1028
8234,4530
37291,1412
38244,1586
26500,784
27241,810
40645,1815
1447,3011
12596,5621
36417,1317
38116,1577
40303,1784
7143,4315
4356,3701
11617,5315
8802,590
4943,3837
32970,1046
28191,844
39144,1664
16511,7277
28878,871
6708,4228
2535,3260
34849,1170
42236,536
46756,2698
24412,716
41582,1915
6741,4234
14404,6296
6777,4241
29570,895
22598,665
35698,1243
39984,1752
6667,579
22918,672
10377,5002
14855,6483
47008,2742
36133,1286
44831,2381
37679,1445
14831,6471
1613,3049
46742,2695
39460,1695
40424,1792
4386,3710
41734,1932
37752,512
28082,840
40326,1786
39182,1667
19511,9346
18233,8400
22630,666
3327,3444
32476,487
38989,1656
32988,1047
32615,1026
31346,969
15885,6946
46467,2648
33714,1083
11000,5159
27410,814
31260,965
28740,863
14373,608
43455,541
918,2902
6878,4260
26802,792
6858,4256
45730,2518
22653,666
33621,1079
37806,517
42780,2083
31117,958
42991,2112
17235,7673
2062,3160
38009,1566
38253,1588
3010,3373
20057,9877
6337,4158
29581,473
18959,8912
7729,4434
45846,2542
31875,992
3293,3431
2455,563
5551,3990
8774,4652
37844,394
14504,6339
37670,1443
37332,1417
13511,5944
19400,9257
26597,789
24554,720
39992,1753
29815,905
649,2856
15088,6580
24672,724
9909,4890
21732,11765
28262,463
1177,2954
45197,2430
2036,3150
31357,969
43257,2159
13581,5976
13915,6108
8728,4639
35075,1188
11897,600
21919,640
4627,3759
35981,1265
4079,3629
30508,933
19035,8971
4274,572
39379,1689
8770,4652
13576,5975
1875,561
12008,5439
41740,1933
28692,863
18439,625
15435,6713
21921,640
7914,4466
41183,1865
18252,8414
33257,1061
26516,786
20549,10372
19969,627
26125,772
40324,1786
25284,743
40896,1838
33920,1096
35296,504
38503,1610
42561,538
16621,7333
22012,645
1077,2932
15869,6934
45364,2455
22773,666
31496,977
21606,11557
34816,1166
44957,544
1110,2940
7710,4429
40620,1814
27896,830
2236,3192
16938,7508
33029,1050
21587,11527
13595,5984
21391,11333
17001,7550
42434,2032
4384,3710
10769,5098
11481,5285
8431,4579
5016,3856
36200,1292
22318,652
8801,590
22232,648
31236,964
12851,605
35451,1228
27218,807
22870,670
19413,9271
33822,1088
6112,4108
24926,732
25085,737
17692,7982
27853,828
19291,9178
8945,4679
1289,2973
8414,4573
22928,672
14651,6405
44772,2372
31870,992
8094,4501
34153,1113
35134,1195
21533,11452
33547,1076
23170,680
22991,675
45971,2558
5318,3932
10763,5096
16406,7219
15074,6569
29128,878
2066,3160
28982,872
2192,3181
24296,710
41590,1915
13198,5826
1300,2975
9710,4847
11483,5285
16546,614
32254,1013
10234,4969
30850,946
37901,1551
46688,2686
17265,7692
11080,5178
21786,11815
43582,2210
6524,4194
46219,2596
17320,7729
1240,2967
30052,912
35770,1247
27878,829
17048,7577
35456,1229
8222,4524
5989,4089
20076,9895
8579,4604
39765,1725
7794,4449
33523,1075
11313,5236
28874,870
30909,948
37427,1431
38729,1631
14481,6330
27689,827
8283,4541
40813,1827
39301,1682
40155,1767
39825,1736
26710,789
19349,625
1877,3107
14507,6340
46435,2642
43889,2263
34025,1105
43419,2188
136,2768
42598,2054
27240,810
5206,3898
23500,687
27328,461
34679,1153
24481,719
43859,2258
19706,9521
36639,1340
10862,5127
30326,924
23305,684
21262,11161
40985,394
34391,1125
6345,4161
20683,10512
6985,581
20300,10087
30625,938
44605,2352
9260,4742
7766,4441
27900,830
45179,2427
37073,1391
2946,3357
5823,4049
520,2833
19758,9562
44854,2384
6591,4204
26669,454
12360,5546
32598,1024
38170,521
30976,953
29081,876
32251,1012
33718,1084
23707,698
12589,5620
29258,471
36490,1325
2743,565
16474,7258
16372,7198
10003,4916
11694,5345
11488,5287
21532,11447
38516,1612
45695,2513
18693,8736
21017,10897
7253,4333
47066,2753
11513,5292
14366,607
27596,825
28149,842
4061,3624
35564,1237
42918,2102
26498,784
39998,1753
35109,1192
31393,972
35416,1223
44666,544
10459,5020
21082,10968
10137,4948
15839,6915
33806,1088
12721,5666
7076,4301
6028,4101
31333,969
18706,8742
10596,5055
33414,490
640,2854
46084,2578
44788,2374
10436,5015
13177,5818
10511,5034
3901,3590
20887,630
4958,3841
12675,5650
43750,544
15036,6552
35653,1239
39786,1728
31087,957
43903,2264
2126,3173
2813,3322
41598,1916
2641,3287
34039,492
38772,1636
31544,979
46447,2644
1096,2939
30180,918
15706,6833
18307,8462
10967,596
27668,827
34028,1105
20185,10012
7655,4416
29813,905
5814,4045
25266,743
6182,4125
20302,10090
12013,5443
12494,5598
30804,945
21914,640
